Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
28.0,0.3957651515251236,-0.8180728884839722,-0.008232364569510726,0.40378731652560873,1.6332124159788812,0.25738837117254537,-0.34871037918893927,-0.7883739924199151,1.0086812878902884,-0.31817356752767384,0.6773244628556002,0.22200351408419644,-0.3264103786550291,-1.1070697599685544,-0.7509857984283008,-0.25249595049172896,0.6566676350237759,0.21995100249485855,-0.22292282315160164,-0.25195997308093293,0.22650336950740024,1.2023789741268345,-0.36980026608838795,-0.2788725162703044,2.047713036938399,1.0369200432963543,0.7514373624114803,0.3992007227328374,4.48,0
37.0,0.10647630450482724,-0.3646734033431833,0.05705383682536383,-0.11806736734682184,1.6084025223130274,-0.3502793838297853,0.7699094249540664,0.16594049759500393,-0.17924962646436896,1.518584625945666,0.17745308374529845,-0.07968226638956914,-0.9252237642813905,2.035521355839704,-0.5750219577059124,-1.0496841689998222,2.1600951686248884,0.5892314146434647,1.4927043033277927,-0.01255187384675958,-0.2629165689788353,1.5766220356634808,-1.1497968220108628,1.2062483293785193,-0.3118525318588,0.9576784180520168,0.5134035429893918,0.3006594522878771,113.83,0
55.0,-0.1390655984692081,1.3039859921109074,-0.08155079508977878,0.3309469408036075,0.609259207256053,0.05331237908854005,0.03974424918683014,0.6880823607591189,-2.0471629497299677,-2.2980910738856006,0.4040028418057051,-0.2033177896862495,0.4892897147525252,-0.1183306385535007,-0.03763699963291931,0.42218350547118494,-0.36994381680401817,-0.5042574691364337,0.0033151425333040226,0.35178314012903766,-0.5597474296029067,-0.42328773988921253,1.0919980797362019,0.2191843168430387,-0.9790379697921257,-0.5449993833026218,-0.3074537752508711,-0.6763026260999244,45.16,0
60.0,1.2649635597716582,-1.1678121801021126,-1.2972115391662733,-0.17486811737731575,-0.17791595945172312,0.13228963486253242,0.7059910408427048,-0.9662084706349016,-0.5460844949667601,-0.23308669152180242,-1.2057549016429085,1.3147330491327618,0.8699660063156279,0.07686556860873926,0.04220755471069436,-0.5465636343253814,0.517298541751606,-0.6661645500413638,-0.45618168998445824,2.0624020508068743,0.14149530134160015,-0.937484426617698,1.0502314637895005,0.6462477184498172,1.0810974273643026,-2.088936602471624,-0.42149138320456925,-1.7576998902899017,223.49,0
66.0,-0.596036549847532,-0.5816204604912354,0.16013489698287253,0.9139051216245793,0.09780645085098183,0.912570064928114,-1.1957425970797197,0.8647465216061812,1.380484410044064,1.4657777069774023,0.45713399637915214,-0.47861280210847723,-0.6354352130005012,-0.27030488327180385,1.7923158246771054,0.45571406328143776,-0.6114662975657339,0.7954705996049363,-0.7333632409451947,-0.17034545695949563,-0.8687334751598901,0.1852985905777016,0.2731651140474992,0.24385892555220023,0.8323075565290611,-0.3823938994301684,0.09725679588165262,0.3685214783633247,65.36,0
74.0,0.3806554213602774,-2.005419948034622,-0.5836255854546498,-1.4172564753411208,0.5447155006095178,1.3106736075663714,-0.10780014859041188,0.1782408508270856,1.507098322313282,0.5859913674420593,0.2954392775618186,-1.2305337746805343,0.3636857898911819,-0.3437394015892182,0.8665097385337759,-0.6600686127725335,-0.9493310382919092,-0.24127839449152233,0.26818986562045266,1.193490107796849,1.544178243618157,1.182908101021593,-1.362990571849512,-0.8039459254301707,0.40580044856761815,0.5366133181868077,-1.3715731158292277,-0.4589073371532052,5.03,0
148.0,-1.8030867617451225,1.8232809432879231,-1.3473432191594377,-0.19251625939784578,-0.01628375833212363,0.001869106322920338,0.5303164449240874,-0.13616654407285317,-0.1766568360105962,-1.007097500842905,-1.4835617550359617,0.1869368920134056,-0.7123691139412902,0.6894850610622013,0.11577602515858576,0.10384407623905732,-0.30686339316584377,-0.5770965297072362,-2.4975741857267204,1.6806263044340473,-1.5153773644718735,0.9690199676899784,0.2133617395442791,-0.3581003872629232,-0.9611818679377164,0.30385518165931874,-1.5504817945351272,-0.0022801395685003675,27.67,0
215.0,0.09877943755105899,0.6581565609539736,0.3707055671155837,-0.41351283163860486,-0.7860842724479333,-1.3235996418415081,1.242299139799932,-0.05735895695239858,-0.2744508753420638,-0.8851616109664673,0.13124705966054212,-0.6525274317448813,-1.3152907751551728,-1.2500667122358289,1.7094419098643143,-0.9349596106743683,0.0459449464588889,0.08276896326002801,0.11118533093532838,1.2971534631051922,-0.23364270675860419,0.8228241528069468,-0.33467307600275203,0.6350598777768579,2.8066369878426793,-0.86575100921969,1.29769341783441,-1.9182240823396144,6.89,0
287.0,-0.25721603684469535,-0.049565147368128996,-0.611730036418545,0.305621898631195,-0.07195196514032248,0.6402160268753952,-1.1391854884452315,-1.1439130412236542,-2.294393771286865,-0.9276467801793064,-0.24296463948774108,-0.1904888065366037,-0.9254950647669735,-1.5754696749515607,2.4033085346227008,-0.45883180540047475,0.23911034353653987,-1.0364742252076067,1.7275367735032487,1.9573864621938932,-0.27921589972715133,0.652875997800403,0.9141561190187285,-1.7052658761870914,0.051577194772763985,-0.7230736426381191,-0.785081405704407,-0.0005097985647445869,3.11,0
294.0,-1.1822464019884,-0.7180700964852778,0.22775392125883576,-1.1266869701548154,-1.352755603715716,0.6829582418054608,-0.8409513356637035,0.20488843085628802,-0.09604197402572814,1.0127437587766555,-0.35384605592181895,1.0768638243222117,-1.183239420011252,0.19674438380159154,0.01995087819689144,-0.3832868110747181,0.3414756761344351,0.606940275489344,1.0015635490412407,-0.18116569080775421,-1.2467779439916593,1.5504760731167713,0.7571556041199411,-0.3041440140990762,-0.43636961419606596,1.9058112541856418,-0.1315180749609012,-0.6608086027884961,14.03,0
